,CPI,Core_CPI,Core_PCE,Retail_Sales,Industrial_Production,Nonfarm_Payrolls
1999-08-01,167.1,177.3,73.642,253844.0,89.7924,129572.0
1999-09-01,167.8,177.8,73.837,255029.0,89.4299,129772.0
1999-10-01,168.1,178.1,73.963,254816.0,90.523,130178.0
1999-11-01,168.4,178.4,74.034,258133.0,90.9618,130467.0
1999-12-01,168.8,178.7,74.128,263311.0,91.6634,130783.0
2000-01-01,169.3,179.3,74.306,261545.0,91.538,131011.0
2000-02-01,170.0,179.4,74.415,265686.0,91.8239,131121.0
2000-03-01,171.0,180.0,74.568,269019.0,92.1504,131604.0
2000-04-01,170.9,180.3,74.617,264067.0,92.6989,131883.0
2000-05-01,171.2,180.7,74.697,265992.0,92.9499,132105.0
2000-06-01,172.2,181.1,74.754,267750.0,92.9862,132062.0
2000-07-01,172.7,181.5,74.925,265683.0,92.8048,132228.0
2000-08-01,172.7,181.9,75.021,266885.0,92.5521,132234.0
2000-09-01,173.6,182.3,75.203,270523.0,92.9792,132338.0
2000-10-01,173.9,182.6,75.308,270339.0,92.6179,132352.0
2000-11-01,174.2,183.1,75.441,268850.0,92.6438,132556.0
2000-12-01,174.6,183.3,75.515,268338.0,92.3415,132716.0
2001-01-01,175.6,183.9,75.796,272881.0,91.902,132703.0
2001-02-01,176.0,184.4,75.93,272627.0,91.3034,132788.0
2001-03-01,176.1,184.7,76.009,269820.0,91.1162,132751.0
2001-04-01,176.4,185.1,76.13,274410.0,90.7891,132457.0
2001-05-01,177.3,185.3,76.148,275769.0,90.3555,132409.0
2001-06-01,177.7,186.0,76.318,274474.0,89.8784,132299.0
2001-07-01,177.4,186.4,76.515,273098.0,89.3028,132171.0
2001-08-01,177.4,186.7,76.553,275659.0,89.2003,132021.0
2001-09-01,178.1,187.1,76.118,268652.0,88.7485,131763.0
2001-10-01,177.6,187.4,76.654,288632.0,88.5052,131452.0
2001-11-01,177.5,188.1,76.81,280033.0,87.97,131144.0
2001-12-01,177.4,188.4,76.828,276302.0,87.9324,130983.0
2002-01-01,177.7,188.7,76.871,277135.0,88.5176,130859.0
2002-02-01,178.0,189.1,77.018,278869.0,88.5278,130736.0
2002-03-01,178.5,189.2,77.11,278079.0,89.1686,130722.0
2002-04-01,179.3,189.7,77.325,281147.0,89.604,130615.0
2002-05-01,179.5,190.0,77.411,278966.0,89.964,130632.0
2002-06-01,179.6,190.2,77.534,280426.0,90.7061,130673.0
2002-07-01,180.0,190.5,77.692,284161.0,90.6769,130583.0
2002-08-01,180.5,191.1,77.845,285884.0,90.5762,130582.0
2002-09-01,180.8,191.3,77.972,281064.0,90.6531,130503.0
2002-10-01,181.2,191.5,78.038,282940.0,90.4643,130617.0
2002-11-01,181.5,191.9,78.114,283408.0,90.9711,130616.0
2002-12-01,181.8,192.1,78.187,286646.0,90.4652,130465.0
2003-01-01,182.6,192.4,78.24,288657.0,91.2361,130573.0
2003-02-01,183.6,192.5,78.348,284696.0,91.3445,130441.0
2003-03-01,183.9,192.5,78.474,288177.0,91.1044,130235.0
2003-04-01,183.2,192.5,78.561,289053.0,90.5617,130172.0
2003-05-01,182.9,192.9,78.674,289619.0,90.537,130196.0
2003-06-01,183.1,193.0,78.718,293671.0,90.6527,130185.0
2003-07-01,183.7,193.4,78.915,296207.0,91.1185,130184.0
2003-08-01,184.5,193.6,79.004,299592.0,90.9197,130153.0
2003-09-01,185.1,193.7,79.114,298921.0,91.5059,130253.0
2003-10-01,184.9,194.0,79.26,298205.0,91.6186,130440.0
2003-11-01,185.0,194.0,79.368,299433.0,92.2329,130481.0
2003-12-01,185.5,194.2,79.467,300702.0,92.2602,130589.0
2004-01-01,186.3,194.6,79.671,301993.0,92.4006,130756.0
2004-02-01,186.7,194.9,79.8,303915.0,92.958,130820.0
2004-03-01,187.1,195.5,79.934,309471.0,92.5861,131139.0
2004-04-01,187.4,195.9,80.142,307358.0,92.93,131412.0
2004-05-01,188.2,196.2,80.252,311088.0,93.6013,131697.0
2004-06-01,188.9,196.6,80.379,309127.0,92.871,131794.0
2004-07-01,189.1,196.8,80.474,311681.0,93.5649,131853.0
2004-08-01,189.2,196.9,80.505,311192.0,93.6277,131940.0
2004-09-01,189.8,197.5,80.656,317446.0,93.7467,132091.0
2004-10-01,190.8,197.9,80.831,318476.0,94.5465,132431.0
2004-11-01,191.7,198.3,81.005,320520.0,94.7813,132504.0
2004-12-01,191.7,198.6,81.109,324672.0,95.5365,132629.0
2005-01-01,191.6,199.0,81.401,321272.0,95.8801,132781.0
2005-02-01,192.4,199.4,81.536,325308.0,96.5761,133033.0
2005-03-01,193.1,200.1,81.737,326179.0,96.4456,133152.0
2005-04-01,193.7,200.2,81.831,329124.0,96.6532,133519.0
2005-05-01,193.6,200.5,81.999,327233.0,96.7402,133689.0
2005-06-01,193.7,200.6,82.056,337219.0,97.1753,133947.0
2005-07-01,194.9,200.9,82.176,339529.0,96.8676,134300.0
2005-08-01,196.1,201.1,82.243,335605.0,97.1833,134503.0
2005-09-01,198.8,201.3,82.425,336600.0,95.3005,134554.0
2005-10-01,199.1,202.0,82.662,336753.0,96.4572,134643.0
2005-11-01,198.1,202.5,82.873,339719.0,97.5414,134999.0
2005-12-01,198.1,202.8,82.959,339895.0,98.0452,135158.0
2006-01-01,199.3,203.2,83.145,349664.0,98.1999,135426.0
2006-02-01,199.4,203.6,83.279,347021.0,98.2413,135731.0
2006-03-01,199.7,204.3,83.509,348357.0,98.4628,136036.0
2006-04-01,200.7,204.8,83.764,350072.0,98.7618,136208.0
2006-05-01,201.3,205.4,83.974,348889.0,98.7869,136249.0
2006-06-01,201.8,205.9,84.186,350795.0,99.0997,136335.0
2006-07-01,202.9,206.3,84.268,351916.0,99.0489,136529.0
2006-08-01,203.8,206.8,84.44,353285.0,99.4836,136693.0
2006-09-01,202.8,207.2,84.573,351240.0,99.3183,136829.0
2006-10-01,201.9,207.6,84.726,351035.0,99.2044,136846.0
2006-11-01,202.0,207.8,84.766,352116.0,99.1627,137061.0
2006-12-01,203.1,208.1,84.88,356367.0,100.1735,137249.0
2007-01-01,203.437,208.6,85.224,355792.0,99.8346,137472.0
2007-02-01,204.226,209.135,85.408,356545.0,100.7753,137558.0
2007-03-01,205.288,209.418,85.494,359415.0,100.9547,137782.0
2007-04-01,205.904,209.747,85.616,358562.0,101.6334,137845.0
2007-05-01,206.755,210.058,85.717,363085.0,101.7306,137993.0
2007-06-01,207.234,210.392,85.859,360234.0,101.7893,138069.0
2007-07-01,207.603,210.773,85.988,361770.0,101.6672,138044.0
2007-08-01,207.667,211.119,86.116,363676.0,101.863,138013.0
2007-09-01,208.547,211.554,86.351,365178.0,102.0894,138101.0
2007-10-01,209.19,212.077,86.576,367322.0,101.8015,138177.0
2007-11-01,210.834,212.66,86.746,370776.0,102.3446,138291.0
2007-12-01,211.445,213.168,86.92,366569.0,102.3803,138395.0
2008-01-01,212.174,213.771,87.093,367368.0,102.2448,138391.0
2008-02-01,212.687,213.939,87.178,364126.0,101.8438,138327.0
2008-03-01,213.448,214.42,87.349,365164.0,101.5336,138257.0
2008-04-01,213.942,214.56,87.4,364816.0,100.8785,138038.0
2008-05-01,215.208,214.936,87.559,368255.0,100.2674,137851.0
2008-06-01,217.463,215.424,87.76,368926.0,100.0335,137698.0
2008-07-01,219.016,215.965,87.918,367594.0,99.676,137498.0
2008-08-01,218.69,216.393,88.026,364611.0,98.1111,137211.0
2008-09-01,218.877,216.713,88.116,358991.0,93.7895,136762.0
2008-10-01,216.995,216.788,87.991,346137.0,94.7219,136293.0
2008-11-01,213.153,216.947,87.952,332498.0,93.4715,135543.0
2008-12-01,211.398,216.925,87.909,324767.0,90.8357,134847.0
2009-01-01,211.933,217.346,87.882,329787.0,88.57,134078.0
2009-02-01,212.705,217.792,87.952,328376.0,88.031,133317.0
2009-03-01,212.495,218.253,88.015,322634.0,86.6528,132492.0
2009-04-01,212.709,218.706,88.211,324323.0,85.9344,131821.0
2009-05-01,213.022,218.904,88.279,327011.0,85.0665,131468.0
2009-06-01,214.79,219.112,88.392,332227.0,84.7459,131007.0
2009-07-01,214.726,219.263,88.468,333670.0,85.7027,130662.0
2009-08-01,215.445,219.496,88.599,339586.0,86.6426,130472.0
2009-09-01,215.861,219.92,88.755,330998.0,87.4063,130247.0
2009-10-01,216.509,220.501,89.082,334595.0,87.6419,130062.0
2009-11-01,217.234,220.666,89.16,337321.0,88.0221,130058.0
2009-12-01,217.347,220.881,89.236,338736.0,88.3793,129808.0
2010-01-01,217.488,220.633,89.368,339093.0,89.3426,129802.0
2010-02-01,217.281,220.731,89.446,339580.0,89.6779,129705.0
2010-03-01,217.353,220.783,89.579,346974.0,90.2928,129865.0
2010-04-01,217.403,220.822,89.625,349869.0,90.5991,130120.0
2010-05-01,217.29,220.962,89.724,346858.0,91.823,130643.0
2010-06-01,217.199,221.194,89.767,346516.0,91.9928,130509.0
2010-07-01,217.605,221.363,89.769,347612.0,92.3421,130415.0
2010-08-01,217.923,221.509,89.855,349188.0,92.6805,130416.0
2010-09-01,218.275,221.711,89.906,352179.0,92.9537,130342.0
2010-10-01,219.035,221.83,90.043,356215.0,92.6903,130621.0
2010-11-01,219.59,222.149,90.16,359450.0,92.7709,130749.0
2010-12-01,220.472,222.343,90.179,361979.0,93.6787,130830.0
2011-01-01,221.187,222.803,90.372,364394.0,93.4814,130837.0
2011-02-01,221.898,223.213,90.53,367475.0,93.1102,131056.0
2011-03-01,223.046,223.454,90.667,370775.0,94.0788,131282.0
2011-04-01,224.093,223.727,90.875,372820.0,93.7749,131597.0
2011-05-01,224.806,224.175,91.091,372505.0,93.888,131704.0
2011-06-01,224.806,224.697,91.191,375587.0,94.172,131931.0
2011-07-01,225.395,225.218,91.326,375442.0,94.636,131993.0
2011-08-01,226.106,225.862,91.508,375860.0,95.2749,132125.0
2011-09-01,226.597,226.118,91.57,380042.0,95.1961,132344.0
2011-10-01,226.75,226.506,91.614,382207.0,95.8568,132553.0
2011-11-01,227.169,226.899,91.808,383422.0,95.8485,132690.0
2011-12-01,227.223,227.405,91.96,383985.0,96.3571,132888.0
2012-01-01,227.842,227.877,92.235,387531.0,96.9318,133245.0
2012-02-01,228.329,228.034,92.364,392310.0,97.2435,133508.0
2012-03-01,228.807,228.478,92.521,393698.0,96.74,133748.0
2012-04-01,229.187,228.905,92.661,392073.0,97.4359,133825.0
2012-05-01,228.713,229.224,92.755,391376.0,97.6609,133933.0
2012-06-01,228.524,229.623,92.85,387901.0,97.6663,134012.0
2012-07-01,228.59,229.97,92.946,389686.0,97.8713,134157.0
2012-08-01,229.918,230.233,93.005,394524.0,97.4525,134338.0
2012-09-01,231.015,230.659,93.119,397681.0,97.381,134517.0
2012-10-01,231.638,231.024,93.345,397494.0,97.7193,134668.0
2012-11-01,231.249,231.33,93.445,399708.0,98.0777,134825.0
2012-12-01,231.221,231.725,93.514,401093.0,98.3101,135074.0
2013-01-01,231.679,232.229,93.703,404434.0,98.3342,135257.0
2013-02-01,232.937,232.569,93.805,409118.0,98.7941,135545.0
2013-03-01,232.282,232.794,93.891,406223.0,99.1921,135689.0
2013-04-01,231.797,232.832,93.937,404231.0,99.1065,135873.0
2013-05-01,231.893,232.996,94.047,406677.0,99.1839,136095.0
2013-06-01,232.445,233.35,94.209,407921.0,99.3897,136279.0
2013-07-01,232.9,233.88,94.329,410268.0,99.0814,136391.0
2013-08-01,233.456,234.336,94.431,409691.0,99.6543,136646.0
2013-09-01,233.544,234.7,94.543,410044.0,100.161,136821.0
2013-10-01,233.669,234.921,94.703,411399.0,100.082,137041.0
2013-11-01,234.1,235.359,94.86,412561.0,100.3158,137316.0
2013-12-01,234.719,235.759,94.961,414812.0,100.5175,137373.0
2014-01-01,235.288,235.961,95.064,411561.0,100.1599,137561.0
2014-02-01,235.547,236.185,95.109,416736.0,100.9168,137712.0
2014-03-01,236.028,236.625,95.25,421230.0,101.8942,137985.0
2014-04-01,236.468,237.072,95.413,425546.0,101.9928,138297.0
2014-05-01,236.918,237.529,95.574,426253.0,102.3836,138512.0
2014-06-01,237.231,237.837,95.682,427305.0,102.735,138849.0
2014-07-01,237.498,238.195,95.848,428079.0,102.9632,139073.0
2014-08-01,237.46,238.405,95.885,431379.0,102.7688,139269.0
2014-09-01,237.477,238.786,96.013,430189.0,103.0641,139563.0
2014-10-01,237.43,239.191,96.096,431903.0,103.0764,139797.0
2014-11-01,236.983,239.458,96.181,433113.0,103.7126,140090.0
2014-12-01,236.252,239.584,96.249,430110.0,103.7044,140364.0
2015-01-01,234.747,239.811,96.214,428208.0,102.8905,140568.0
2015-02-01,235.342,240.172,96.324,427119.0,102.2335,140827.0
2015-03-01,235.976,240.755,96.47,433647.0,101.8914,140923.0
2015-04-01,236.222,241.346,96.648,434470.0,101.3355,141196.0
2015-05-01,237.001,241.688,96.766,437865.0,100.8883,141538.0
2015-06-01,237.657,242.064,96.882,437951.0,100.571,141709.0
2015-07-01,238.034,242.565,96.978,441942.0,101.2228,141991.0
2015-08-01,238.033,242.817,97.056,441849.0,101.0367,142125.0
2015-09-01,237.498,243.316,97.196,439867.0,100.7547,142275.0
2015-10-01,237.733,243.768,97.228,438693.0,100.2675,142579.0
2015-11-01,238.017,244.241,97.332,440303.0,99.5298,142808.0
2015-12-01,237.761,244.547,97.396,442149.0,99.0417,143077.0
2016-01-01,237.652,244.955,97.567,439466.0,99.5607,143210.0
2016-02-01,237.336,245.51,97.736,443117.0,99.0445,143407.0
2016-03-01,238.08,245.913,97.876,441856.0,98.3096,143662.0
2016-04-01,238.992,246.551,98.117,444254.0,98.6421,143855.0
2016-05-01,239.557,247.137,98.284,445490.0,98.4184,143900.0
2016-06-01,240.222,247.54,98.386,450237.0,98.8833,144146.0
2016-07-01,240.101,247.829,98.529,449789.0,98.9992,144520.0
2016-08-01,240.545,248.423,98.703,449946.0,98.85,144662.0
2016-09-01,241.176,248.842,98.834,453056.0,98.7457,144967.0
2016-10-01,241.741,249.142,98.961,453847.0,98.7611,145066.0
2016-11-01,242.026,249.481,99.005,453892.0,98.3491,145183.0
2016-12-01,242.637,249.92,99.12,459305.0,99.0214,145408.0
2017-01-01,243.618,250.467,99.385,464412.0,98.7611,145628.0
2017-02-01,244.006,250.998,99.561,464284.0,98.3646,145848.0
2017-03-01,243.892,250.944,99.519,463674.0,99.0137,145969.0
2017-04-01,244.193,251.227,99.723,465276.0,100.0224,146174.0
2017-05-01,244.004,251.43,99.803,462754.0,100.1408,146380.0
2017-06-01,244.163,251.746,99.937,465130.0,100.3471,146583.0
2017-07-01,244.243,251.985,100.01,465089.0,100.1068,146772.0
2017-08-01,245.183,252.535,100.118,466020.0,99.6925,146919.0
2017-09-01,246.435,252.812,100.24,475724.0,99.7954,147007.0
2017-10-01,246.626,253.526,100.486,476107.0,101.0247,147150.0
2017-11-01,247.284,253.816,100.535,480949.0,101.2664,147373.0
2017-12-01,247.805,254.344,100.683,483586.0,101.4644,147523.0
2018-01-01,248.859,255.204,101.007,481414.0,101.4625,147660.0
2018-02-01,249.529,255.711,101.198,484031.0,101.7085,148054.0
2018-03-01,249.577,256.271,101.419,484110.0,102.2067,148280.0
2018-04-01,250.227,256.63,101.602,484154.0,103.3329,148422.0
2018-05-01,250.792,257.145,101.78,491960.0,102.4024,148740.0
2018-06-01,251.018,257.399,101.872,490228.0,103.198,148959.0
2018-07-01,251.214,257.699,102.006,493142.0,103.3646,149020.0
2018-08-01,251.663,257.891,102.016,493445.0,104.0327,149279.0
2018-09-01,252.182,258.368,102.205,491507.0,104.1004,149358.0
2018-10-01,252.772,258.917,102.366,496416.0,103.9856,149526.0
2018-11-01,252.594,259.439,102.556,498854.0,104.0681,149617.0
2018-12-01,252.767,260.063,102.735,489113.0,104.0936,149809.0
2019-01-01,252.561,260.766,102.87,490440.0,103.4021,150059.0
2019-02-01,253.319,261.186,102.963,491751.0,102.8371,150065.0
2019-03-01,254.277,261.567,103.058,499292.0,102.8757,150295.0
2019-04-01,255.233,261.997,103.265,499343.0,102.274,150593.0
2019-05-01,255.296,262.217,103.371,504741.0,102.392,150621.0
2019-06-01,255.213,262.739,103.56,505251.0,102.4375,150839.0
2019-07-01,255.802,263.28,103.678,509091.0,101.9408,150936.0
2019-08-01,256.036,263.877,103.797,512561.0,102.639,151171.0
2019-09-01,256.43,264.388,103.873,509282.0,102.2917,151365.0
2019-10-01,257.155,264.97,104.028,510648.0,101.4281,151460.0
2019-11-01,257.879,265.548,104.092,514215.0,101.9372,151668.0
2019-12-01,258.63,266.02,104.322,515866.0,101.7003,151795.0
2020-01-01,259.127,266.716,104.507,515119.0,101.0338,152031.0
2020-02-01,259.25,267.37,104.711,515330.0,101.3735,152292.0
2020-03-01,258.076,267.054,104.632,468324.0,97.4078,150895.0
2020-04-01,256.032,265.746,104.293,401028.0,84.5619,130424.0
2020-05-01,255.802,265.412,104.402,478449.0,85.9604,133040.0
2020-06-01,257.042,265.849,104.565,518038.0,91.5934,137671.0
2020-07-01,258.352,267.389,104.937,526304.0,95.0256,139255.0
2020-08-01,259.316,268.422,105.243,530735.0,95.9549,140819.0
2020-09-01,259.997,268.933,105.41,541302.0,95.9669,141770.0
2020-10-01,260.319,269.306,105.507,539114.0,96.7394,142461.0
2020-11-01,260.911,269.981,105.605,533941.0,97.0816,142731.0
2020-12-01,262.045,270.341,105.896,538548.0,98.363,142548.0
2021-01-01,262.639,270.416,106.281,559230.0,98.8822,142913.0
2021-02-01,263.573,270.776,106.501,544891.0,95.6149,143422.0
2021-03-01,264.847,271.453,106.933,603581.0,98.3856,144246.0
2021-04-01,266.625,273.626,107.558,608961.0,98.5587,144611.0
2021-05-01,268.404,275.457,108.099,605282.0,99.4333,145032.0
2021-06-01,270.71,277.608,108.603,611950.0,99.7987,145828.0
2021-07-01,271.965,278.639,109.058,601817.0,100.2519,146759.0
2021-08-01,272.752,279.021,109.409,605533.0,100.0437,147246.0
2021-09-01,273.942,279.727,109.641,609671.0,98.8579,147712.0
2021-10-01,276.528,281.649,110.188,618573.0,100.1861,148569.0
2021-11-01,278.824,283.411,110.77,624874.0,100.8654,149206.0
2021-12-01,280.806,285.221,111.418,619938.0,100.5726,149781.0
2022-01-01,282.542,286.799,111.976,631509.0,100.1856,150006.0
2022-02-01,284.525,288.256,112.468,638101.0,100.8064,150875.0
2022-03-01,287.467,289.044,112.914,651027.0,101.3907,151346.0
2022-04-01,288.582,290.474,113.307,660194.0,101.44,151651.0
2022-05-01,291.299,292.039,113.703,659847.0,101.3335,151892.0
2022-06-01,295.072,294.009,114.376,666113.0,101.018,152353.0
2022-07-01,294.94,295.08,114.628,659550.0,101.223,153049.0
2022-08-01,295.162,296.582,115.276,663566.0,101.0963,153286.0
2022-09-01,296.421,298.281,115.788,661854.0,101.2918,153513.0
2022-10-01,297.979,299.381,116.204,668671.0,101.2529,153913.0
2022-11-01,298.708,300.316,116.539,659458.0,100.9552,154210.0
2022-12-01,298.808,301.433,116.952,651763.0,99.7664,154336.0
2023-01-01,300.456,302.685,117.505,680253.0,100.505,154780.0
2023-02-01,301.476,304.097,117.929,672152.0,100.6416,155086.0
2023-03-01,301.643,305.123,118.315,665071.0,101.0205,155171.0
2023-04-01,302.858,306.49,118.734,670494.0,101.253,155387.0
2023-05-01,303.316,307.623,119.083,673902.0,100.9286,155614.0
2023-06-01,304.099,308.291,119.39,677117.0,100.1196,155871.0
2023-07-01,304.615,308.959,119.556,678424.0,100.9067,156019.0
2023-08-01,306.138,309.646,119.689,684755.0,100.8393,156176.0
2023-09-01,307.374,310.616,120.058,689403.0,101.0211,156334.0
2023-10-01,307.653,311.433,120.241,686148.0,100.4689,156520.0
2023-11-01,308.087,312.373,120.374,685328.0,100.8639,156661.0
2023-12-01,308.735,313.23,120.592,686277.0,100.6031,156930.0
2024-01-01,309.794,314.389,121.217,680456.0,99.2223,157049.0
2024-02-01,311.022,315.555,121.537,685280.0,100.285,157271.0
2024-03-01,312.107,316.762,122.009,687641.0,100.4575,157517.0
2024-04-01,313.016,317.596,122.304,687602.0,100.2434,157635.0
2024-05-01,313.14,318.053,122.383,692774.0,100.863,157828.0
2024-06-01,313.131,318.343,122.677,692449.0,100.894,157915.0
2024-07-01,313.566,318.933,122.911,698835.0,99.9757,158003.0
2024-08-01,314.131,319.839,123.128,697039.0,100.4309,158074.0
2024-09-01,314.851,320.835,123.466,703285.0,99.8084,158314.0
2024-10-01,315.564,321.688,123.832,707613.0,99.4695,158358.0
2024-11-01,316.449,322.619,123.962,712145.0,99.2925,158619.0
2024-12-01,317.603,323.296,124.196,717662.0,100.3273,158942.0
2025-01-01,319.086,324.739,124.587,711461.0,100.0647,159053.0
2025-02-01,319.775,325.475,125.145,711757.0,101.0993,159155.0
2025-03-01,319.615,325.659,125.267,722572.0,101.0404,159275.0
2025-04-01,320.321,326.43,125.502,721789.0,101.2408,159433.0
2025-05-01,320.58,326.854,125.79,716101.0,101.1357,159452.0
2025-06-01,321.5,327.6,126.121,723033.0,101.565,159439.0
2025-07-01,322.132,328.656,126.418,727727.0,101.3472,159511.0
2025-08-01,323.364,329.793,126.705,732059.0,101.2704,159507.0
2025-09-01,324.368,330.542,,733258.0,,159626.0
